Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy
-1.2622533982993613,-1.3943547045565072,-0.9005939219285151,13,1,0.8007688009606634,-1.2556162184662825,-0.5581921704712085,1,1,-0.9536609162496584,0,2,1,-0.5544772287094936,1.4396932958262507,-0.5321876686190479,-0.17782446136997948,-1.334765407040824,0.09233015521017258,0.06299896175613277,0.6425690383677939,0.2775949113653249,-0.640961078022082,-0.16229853356613472,-0.07156812591803963,0,-0.9511440461094245,-0.2731011094934587,-0.26227980176146753,1.4102153082075664,2
-1.5511991008136248,-0.6152456588804676,-0.39491760315968444,9,0,0.8007688009606634,-1.5449263641882114,-0.5581921704712085,1,1,-0.8798044244327302,0,2,1,0.13768940666658372,1.3079751895957878,-1.6197594312966301,-0.17782446136997948,0.4512652200595496,0.09233015521017258,0.06299896175613277,0.6425690383677939,0.2775949113653249,-0.640961078022082,-0.16229853356613472,-0.07156812591803963,0,1.447570267230949,-0.2731011094934587,-0.26227980176146753,1.4102153082075664,2
-0.10647058824230768,0.9429724324716119,1.1221113531468074,6,1,-1.256526526049201,0.19093451014336132,-0.5581921704712085,1,1,0.30189944463812096,0,0,0,-0.5544772287094936,-0.027157233012820914,1.2079271516650836,-0.17782446136997948,-1.334765407040824,0.09233015521017258,0.06299896175613277,-1.3118476535030248,0.9429473160657366,0.0736972809750595,-0.16229853356613472,-0.07156812591803963,0,-0.9511440461094245,-0.2731011094934587,-0.26227980176146753,0.16498469203451493,0
-1.5511991008136248,0.9429724324716119,-0.39491760315968444,6,1,-0.5707614170459128,-1.2556162184662825,-0.5581921704712085,1,1,0.006473477370408175,0,1,0,-0.5544772287094936,-1.2828548862763125,0.7728984465940507,-0.17782446136997948,-1.334765407040824,0.09233015521017258,0.06299896175613277,0.6425690383677939,0.2775949113653249,0.0736972809750595,-0.16229853356613472,-0.07156812591803963,0,-0.9511440461094245,-0.2731011094934587,-0.26227980176146753,-1.0802459241385365,1
0.18247511427195573,0.9429724324716119,-0.9005939219285151,0,0,0.11500369195737528,0.19093451014336132,1.037719907911773,1,1,1.1881773464412593,1,0,0,2.2141893127948156,1.0366852570018705,0.33786974152301785,-0.17782446136997948,0.4512652200595496,0.09233015521017258,0.06299896175613277,-1.3118476535030248,0.9429473160657366,1.5030139989693425,-0.16229853356613472,-0.07156812591803963,0,-0.9511440461094245,-0.2731011094934587,-0.26227980176146753,1.4102153082075664,0
1.3382579243290094,-1.3943547045565072,0.6164350343779769,17,1,-0.5707614170459128,1.3481750930310765,-0.5581921704712085,1,1,0.8188948873566184,0,0,0,-0.5544772287094936,-0.0902113860805552,-0.7497020211545643,-0.17782446136997948,0.4512652200595496,0.09233015521017258,0.06299896175613277,-1.3118476535030248,0.9429473160657366,0.7883556399722009,-0.16229853356613472,-0.07156812591803963,0,1.447570267230949,-0.2731011094934587,-0.26227980176146753,0.16498469203451493,0
1.6272036268432728,0.16386338679557216,0.11075871560914621,0,1,-0.5707614170459128,1.6374852387530052,0.23976386872028227,0,2,-0.5843784571650175,1,2,1,-0.5544772287094936,0.08997539297065704,0.7728984465940507,-0.17782446136997948,-1.334765407040824,0.09233015521017258,0.06299896175613277,-1.3118476535030248,0.2775949113653249,-0.640961078022082,-0.16229853356613472,-0.07156812591803963,0,0.6479988294508245,-0.2731011094934587,-0.26227980176146753,0.16498469203451493,2
-0.6843619932708345,1.7220814781476517,1.6277876719156381,13,1,-1.256526526049201,-0.3876857813004962,1.037719907911773,1,1,0.5973254119058338,0,0,0,-0.5544772287094936,1.2738676050182234,-1.6197594312966301,6.501732655449687,0.4512652200595496,0.09233015521017258,0.06299896175613277,-1.3118476535030248,0.9429473160657366,0.7883556399722009,-0.16229853356613472,-0.07156812591803963,0,-0.9511440461094245,-0.2731011094934587,-0.26227980176146753,1.4102153082075664,0
0.4714208167862191,0.16386338679557216,0.6164350343779769,6,1,-1.256526526049201,0.4802446558652901,1.037719907911773,1,1,1.4836033137089721,0,1,0,2.2141893127948156,-0.4485654161487818,1.2079271516650836,-0.17782446136997948,0.4512652200595496,0.09233015521017258,0.06299896175613277,-0.33463930756761545,0.9429473160657366,1.5030139989693425,-0.16229853356613472,-0.07156812591803963,0,-0.1515726083293,-0.2731011094934587,-0.26227980176146753,-1.0802459241385365,1
0.4714208167862191,0.9429724324716119,-0.9005939219285151,2,1,-0.5707614170459128,0.4802446558652901,1.8356759471032638,1,1,1.6313162973428286,1,2,1,2.2141893127948156,-0.3204375819791153,1.2079271516650836,-0.17782446136997948,0.4512652200595496,0.09233015521017258,0.06299896175613277,0.6425690383677939,0.2775949113653249,1.5030139989693425,-0.16229853356613472,-0.07156812591803963,0,0.6479988294508245,-0.2731011094934587,-0.26227980176146753,0.16498469203451493,2
